Date,Ticker,Open,High,Low,Close,Volume,GDP (%),Inflation (%),Interest Rate (%),Unemployment (%),Market Stress Level,Event Flag
2020-02-04,AAPL,208.97,209.31,204.31,208.57,14121495,2.88,1.93,1.74,4.52,0.52,0
2020-02-05,AAPL,211.0,214.17,205.72,209.04,11772127,1.93,2.06,0.96,3.61,0.68,0
2020-02-06,AAPL,212.43,212.45,211.22,211.63,7391060,2.33,2.11,1.27,3.59,0.06,0
2020-02-07,AAPL,211.11,212.71,208.74,209.44,7131822,1.9,2.02,0.93,3.92,0.34,0
2020-02-08,AAPL,213.78,216.34,211.92,215.22,8938997,1.71,1.92,0.92,2.79,0.38,0
2020-02-09,AAPL,207.77,217.01,204.41,205.76,13047574,0.77,1.76,1.27,3.85,0.32,0
2020-02-10,AAPL,207.3,207.96,204.57,206.87,9984054,2.74,2.02,1.28,5.22,0.39,0
2020-02-11,AAPL,209.37,212.15,203.64,206.67,10055381,2.06,1.89,1.44,3.63,0.22,0
2020-02-12,AAPL,208.39,215.9,206.34,215.73,9522103,1.55,1.83,1.69,4.4,0.06,0
2020-02-13,AAPL,220.81,222.8,219.1,220.29,10559514,0.63,1.86,1.42,2.78,0.39,0
2020-02-14,AAPL,206.66,207.1,205.43,205.66,12012585,1.71,2.25,1.22,4.42,0.71,0
2020-02-15,AAPL,207.55,208.66,205.74,208.48,10976088,2.79,1.96,1.53,3.52,0.31,0
2020-02-16,AAPL,210.61,217.23,209.52,216.28,12402427,1.8,1.39,1.25,2.5,0.38,0
2020-02-17,AAPL,212.79,215.28,206.16,214.43,8230368,2.14,2.05,1.64,3.3,0.16,0
2020-02-18,AAPL,224.06,225.53,222.85,223.69,11660671,1.57,2.02,1.38,4.38,0.21,0
2020-02-19,AAPL,210.49,212.76,207.72,211.35,12771806,2.5,1.51,1.57,3.15,0.38,0
2020-02-20,AAPL,220.19,220.73,212.26,217.44,10218789,2.36,2.14,1.56,3.37,0.5,0
2020-02-21,AAPL,222.15,225.11,221.77,225.06,15077382,2.26,1.82,1.47,4.86,0.27,0
2020-02-22,AAPL,204.44,205.13,202.55,203.45,9328430,2.83,1.92,1.12,3.8,0.17,0
2020-02-23,AAPL,211.93,217.47,208.55,208.66,7965615,2.26,1.76,1.46,4.0,0.29,0
2020-02-24,AAPL,212.59,212.94,212.13,212.28,9934493,1.73,1.79,1.53,3.8,0.75,0
2020-02-25,AAPL,206.51,207.54,205.39,207.24,9700244,2.26,2.25,1.17,3.71,0.18,0
2020-02-26,AAPL,219.07,221.18,216.88,219.77,8950959,2.24,1.63,1.68,3.81,0.19,0
2020-02-27,AAPL,213.97,217.22,212.13,213.62,6660441,2.88,1.63,1.3,5.05,0.1,0
2020-02-28,AAPL,221.49,226.75,219.85,226.39,8910161,2.2,1.99,1.78,4.09,0.14,0
2020-02-29,AAPL,216.07,216.59,215.52,216.57,7423105,2.05,1.51,1.64,5.6,0.35,0
2020-03-01,AAPL,217.62,220.64,216.09,220.25,6318251,1.36,1.81,1.51,4.41,0.29,0
2020-03-02,AAPL,215.62,218.39,211.56,216.47,11147933,1.12,2.62,1.42,4.08,0.35,0
2020-03-03,AAPL,213.32,218.39,210.36,216.55,9930023,2.89,1.81,1.95,4.57,0.28,0
2020-03-04,AAPL,217.36,219.54,216.62,219.3,7361304,1.89,2.32,1.53,4.65,0.28,0
2020-03-05,AAPL,215.01,219.59,214.83,219.53,10859236,2.1,2.08,1.18,3.14,0.31,0
2020-03-06,AAPL,212.31,215.12,210.76,210.92,7189680,2.25,1.69,1.82,3.79,0.18,0
2020-03-07,AAPL,213.69,216.3,212.84,214.97,10164567,2.53,1.84,1.85,5.84,0.4,0
2020-03-08,AAPL,203.92,205.18,203.07,203.82,7987768,1.47,1.42,1.2,3.14,0.28,0
2020-03-09,AAPL,211.64,218.57,209.65,211.14,10332904,2.25,2.09,2.11,3.49,0.15,0
2020-03-10,AAPL,209.6,213.86,207.88,212.04,10687237,1.81,1.79,1.32,5.89,0.48,0
2020-03-11,AAPL,210.77,212.4,207.52,210.21,9646105,1.6,1.59,1.32,3.97,0.45,0
2020-03-12,AAPL,207.41,207.46,203.84,205.58,12411256,2.17,2.4,1.22,2.69,0.28,0
2020-03-13,AAPL,218.25,219.47,216.11,218.92,12133349,2.58,2.41,1.66,3.87,0.36,0
2020-03-14,AAPL,215.19,215.27,211.35,211.38,11635505,1.26,2.01,1.52,4.6,0.1,0
2020-03-15,AAPL,213.81,215.42,213.66,214.26,11215793,2.09,1.87,1.55,4.86,0.27,0
2020-03-16,AAPL,217.54,219.21,216.4,218.53,9737923,0.98,2.22,1.77,2.64,0.35,0
2020-03-17,AAPL,201.72,203.66,198.76,199.84,10487601,1.72,1.62,1.72,4.52,0.38,0
2020-03-18,AAPL,221.01,221.15,220.28,221.06,8578256,1.67,2.02,1.44,4.76,0.19,0
2020-03-19,AAPL,214.99,216.37,213.17,215.18,10393042,2.35,1.97,1.86,3.46,0.62,0
2020-03-20,AAPL,212.64,215.16,210.68,212.07,9446202,1.99,1.95,1.33,5.98,0.14,0
2020-03-21,AAPL,214.84,214.91,213.13,213.31,9992794,1.42,2.45,1.72,3.82,0.36,0
2020-03-22,AAPL,212.9,215.9,212.06,214.24,11977765,2.31,1.85,1.39,4.22,0.15,0
2020-03-23,AAPL,209.48,210.66,207.43,210.02,12099105,1.73,2.4,1.55,5.66,0.19,0
2020-03-24,AAPL,213.73,215.69,212.28,215.25,7936847,1.74,2.19,1.78,6.37,0.25,0
2020-03-25,AAPL,213.31,214.82,212.68,212.74,9485246,1.17,2.12,1.66,3.61,0.69,0
2020-03-26,AAPL,222.72,225.96,222.6,225.62,6734095,1.71,2.24,1.54,4.43,0.13,0
2020-03-27,AAPL,214.69,215.66,213.82,214.72,11087200,1.81,2.23,0.79,4.92,0.05,0
2020-03-28,AAPL,212.28,216.16,208.79,214.49,6888202,1.86,1.37,1.56,3.79,0.3,0
2020-03-29,AAPL,216.96,219.5,213.29,216.24,10763870,2.22,2.31,1.56,3.79,0.23,0
2020-03-30,AAPL,209.27,211.47,209.03,209.8,8822472,2.0,2.04,1.61,3.89,0.24,0
2020-03-31,AAPL,212.01,214.83,210.08,213.28,8752462,2.96,1.94,1.55,4.7,0.34,0
2020-04-01,AAPL,222.73,223.33,219.58,219.69,10395131,2.22,1.68,1.67,3.13,0.47,0
2020-04-02,AAPL,208.94,211.96,208.18,211.13,13227422,2.23,1.93,1.74,4.95,0.08,0
2020-04-03,AAPL,215.89,216.34,215.51,215.96,7443954,1.18,1.73,1.89,2.76,0.12,0
2020-04-04,AAPL,217.76,224.51,215.71,223.31,5001188,3.15,1.58,1.09,4.82,0.53,0
2020-04-05,AAPL,215.59,217.87,214.74,215.5,9622206,2.28,1.99,1.26,3.3,0.12,0
2020-04-06,AAPL,219.67,224.21,217.35,219.22,8035025,1.89,2.17,1.26,4.08,0.09,0
2020-04-07,AAPL,208.03,208.08,206.37,207.75,8842073,2.03,2.14,1.53,4.96,0.4,0
2020-04-08,AAPL,209.4,212.84,208.49,212.41,7512273,1.65,1.78,1.72,3.76,0.43,0
2020-04-09,AAPL,208.8,212.36,207.87,211.18,9291784,2.23,2.37,1.91,2.77,0.31,0
2020-04-10,AAPL,225.61,226.85,223.29,224.73,13355401,1.72,2.17,1.91,3.7,0.35,0
2020-04-11,AAPL,209.15,209.26,206.84,207.01,8756363,2.35,2.31,1.53,4.37,0.44,0
2020-04-12,AAPL,206.66,208.75,200.82,206.61,8589976,1.97,2.17,1.52,4.43,0.2,0
2020-04-13,AAPL,213.12,215.32,209.41,213.34,8932181,1.3,2.02,1.7,4.06,0.43,0
2020-04-14,AAPL,211.17,212.68,209.42,211.73,8428021,1.33,1.45,1.63,3.12,0.02,0
2020-04-15,AAPL,212.87,213.11,212.57,212.78,11136882,2.3,1.85,1.44,3.05,0.21,0
2020-04-16,AAPL,212.67,213.34,212.07,213.17,9949946,2.41,2.42,1.64,4.01,0.11,0
2020-04-17,AAPL,207.75,207.92,206.16,207.86,6395182,1.68,1.13,1.57,4.23,0.09,0
2020-04-18,AAPL,218.8,220.87,218.62,220.86,10297334,1.83,1.82,1.42,3.69,0.48,0
2020-04-19,AAPL,217.27,224.94,214.47,215.84,9742985,2.49,1.85,1.21,4.97,0.27,0
2020-04-20,AAPL,199.76,202.35,197.37,198.05,7042176,2.09,2.0,1.64,4.1,0.22,0
2020-04-21,AAPL,212.51,213.03,207.38,209.5,8250359,0.86,2.09,1.55,4.91,0.09,0
2020-04-22,AAPL,210.27,210.54,207.51,209.44,11484190,2.15,2.39,1.89,4.03,0.15,0
2020-04-23,AAPL,221.32,222.42,220.77,220.89,8395014,2.65,1.71,1.17,4.54,0.32,0
2020-04-24,AAPL,216.31,218.13,212.37,214.57,9354640,1.87,2.4,1.64,4.36,0.42,0
2020-04-25,AAPL,221.71,223.32,218.49,219.11,11113641,1.89,1.82,1.18,2.61,0.05,0
2020-04-26,AAPL,211.33,215.35,208.59,214.1,9665756,2.14,1.93,1.9,4.39,0.5,0
2020-04-27,AAPL,215.23,216.42,213.27,215.85,10060957,1.25,2.15,1.68,5.84,0.37,0
2020-04-28,AAPL,203.91,204.89,201.21,204.01,9723088,1.39,1.94,1.29,3.54,0.28,0
2020-04-29,AAPL,219.94,223.53,218.11,221.12,7100286,1.45,1.86,1.29,3.35,0.03,0
2020-04-30,AAPL,217.37,222.42,215.12,215.14,6948687,2.63,1.83,2.14,3.55,0.16,0
2020-05-01,AAPL,222.14,225.22,220.37,221.68,9985914,2.66,2.33,1.34,4.76,0.51,0
2020-05-02,AAPL,211.74,214.27,211.34,211.98,13026899,2.32,1.69,1.96,4.98,0.25,0
2020-05-03,AAPL,211.19,216.84,206.56,208.46,7178351,1.41,1.84,1.69,2.48,0.34,0
2020-05-04,AAPL,204.74,205.84,203.53,205.39,7660166,0.56,1.99,1.94,5.33,0.17,0
2020-05-05,AAPL,207.22,209.52,203.54,209.26,8047249,1.55,2.11,1.44,3.33,0.08,0
2020-05-06,AAPL,211.36,212.93,211.31,211.42,5151519,2.44,2.22,1.43,4.05,0.35,0
2020-05-07,AAPL,209.69,212.07,205.93,207.15,7333685,3.21,2.02,1.59,3.35,0.28,0
2020-05-08,AAPL,208.66,211.71,200.67,201.94,10857633,2.35,2.05,1.41,3.34,0.42,0
2020-05-09,AAPL,212.42,213.73,209.71,211.57,13539724,1.48,1.79,1.52,5.12,0.34,0
2020-05-10,AAPL,208.72,212.2,206.41,209.42,10646158,1.87,1.91,1.11,4.71,0.35,0
2020-05-11,AAPL,212.68,213.96,209.24,212.9,6338463,2.1,2.11,1.84,4.95,0.34,0
2020-05-12,AAPL,216.98,219.92,215.01,216.56,9330449,1.8,1.71,1.61,5.65,0.11,0
2020-05-13,AAPL,213.92,214.16,212.56,214.13,12297466,2.72,1.64,1.44,4.03,0.18,0
2020-05-14,AAPL,214.34,216.76,212.55,216.16,10336921,2.66,1.7,1.78,5.05,0.25,0
2020-05-15,AAPL,201.51,204.51,200.0,203.21,8869430,1.79,1.8,0.99,4.61,0.35,0
2020-05-16,AAPL,210.55,210.67,210.15,210.21,7641920,2.59,1.86,1.55,4.23,0.27,0
2020-05-17,AAPL,216.6,216.98,210.78,212.67,12057365,1.34,2.22,1.67,3.03,0.32,0
2020-05-18,AAPL,222.21,227.33,215.38,225.71,5654660,2.42,1.84,1.48,4.27,0.34,0
2020-05-19,AAPL,216.46,218.68,214.62,214.69,11777325,1.74,2.2,1.4,4.27,0.19,0
2020-05-20,AAPL,210.96,216.62,210.08,213.99,7892635,1.47,2.29,1.93,3.92,0.23,0
2020-05-21,AAPL,210.38,210.59,206.89,207.13,10695060,2.58,2.08,1.66,4.52,0.7,0
2020-05-22,AAPL,203.56,206.22,202.87,204.35,13224556,2.66,2.49,1.69,4.06,0.08,0
2020-05-23,AAPL,200.7,201.07,199.04,200.55,14581767,2.05,1.97,1.45,3.65,0.03,0
2020-05-24,AAPL,209.25,209.91,203.05,204.39,6990559,2.38,2.02,1.14,3.75,0.13,0
2020-05-25,AAPL,226.37,226.85,224.35,224.57,8227559,2.13,2.03,0.96,3.99,0.51,0
2020-05-26,AAPL,205.14,207.64,204.6,206.77,6837618,2.45,1.86,1.54,5.29,0.5,0
2020-05-27,AAPL,201.67,202.3,198.7,201.4,11023848,1.92,2.37,1.79,4.94,0.04,0
2020-05-28,AAPL,213.88,215.02,211.97,212.34,7712547,2.05,1.99,1.45,3.9,0.13,0
2020-05-29,AAPL,216.37,219.28,215.09,217.99,13680434,1.63,1.72,1.23,3.79,0.45,0
2020-05-30,AAPL,214.01,219.47,211.93,216.32,12608680,1.17,2.31,1.78,3.13,0.29,0
2020-05-31,AAPL,210.56,214.49,206.37,209.14,9698788,1.64,2.33,1.2,2.7,0.46,0
2020-06-01,AAPL,214.11,214.25,210.67,210.77,11092568,2.0,1.87,1.47,3.93,0.41,0
2020-06-02,AAPL,210.94,213.03,209.93,211.8,6920666,1.26,2.16,0.99,4.15,0.08,0
2020-06-03,AAPL,215.22,218.41,212.6,213.73,9663712,1.76,1.41,1.69,3.14,0.32,0
2020-06-04,AAPL,224.38,227.68,218.51,224.2,9104171,1.36,1.99,1.36,2.78,0.28,0
2020-06-05,AAPL,215.05,216.13,214.21,215.74,11243143,1.82,2.11,1.49,4.9,0.42,0
2020-06-06,AAPL,208.5,210.28,204.37,207.4,15431893,1.87,2.36,1.42,4.33,0.51,0
2020-06-07,AAPL,211.95,215.45,211.34,215.01,11187113,0.53,2.2,1.55,3.99,0.15,0
2020-06-08,AAPL,218.22,221.13,214.08,219.75,8211300,1.66,1.84,1.71,4.41,0.3,0
2020-06-09,AAPL,216.48,218.24,215.13,217.04,9946957,1.56,1.95,1.31,3.46,0.23,0
2020-06-10,AAPL,212.04,217.72,211.4,211.88,12910042,2.0,1.95,1.52,3.87,0.22,0
2020-06-11,AAPL,208.01,208.48,205.91,208.24,9470970,1.0,2.19,1.19,4.05,0.4,0
2020-06-12,AAPL,214.39,223.44,213.83,219.47,8702172,2.09,1.67,1.7,4.67,0.25,0
2020-06-13,AAPL,226.51,228.73,223.84,226.27,8610573,1.8,1.84,1.54,3.34,0.51,0
2020-06-14,AAPL,212.79,213.77,212.32,213.54,8283100,2.56,1.92,1.31,4.58,0.17,0
2020-06-15,AAPL,213.68,214.36,211.41,214.25,10530724,1.71,1.27,1.47,5.14,0.35,0
2020-06-16,AAPL,208.63,208.9,208.04,208.29,10406605,1.86,1.87,1.53,4.33,0.41,0
2020-06-17,AAPL,201.23,205.44,196.98,197.42,9093503,2.73,2.1,1.58,4.5,0.13,0
2020-06-18,AAPL,214.54,219.2,212.08,213.06,12549183,2.41,2.32,1.16,5.24,0.18,0
2020-06-19,AAPL,215.73,220.96,215.37,220.04,9542800,1.5,1.23,1.45,5.93,0.33,0
2020-06-20,AAPL,212.5,216.05,209.16,214.49,10241513,2.77,1.93,1.55,4.78,0.26,0
2020-06-21,AAPL,205.37,208.34,201.32,208.16,10346683,2.12,1.93,1.87,2.72,0.2,0
2020-06-22,AAPL,208.73,209.25,203.74,204.06,11074181,2.03,1.94,1.34,3.47,0.11,0
2020-06-23,AAPL,215.5,216.48,214.39,215.72,13161081,1.49,1.76,1.19,3.81,0.3,0
2020-06-24,AAPL,215.81,218.32,209.54,210.72,10075723,2.29,2.0,1.09,3.58,0.32,0
2020-06-25,AAPL,219.58,221.27,219.33,219.65,7152085,1.87,1.87,1.65,2.72,0.42,0
2020-06-26,AAPL,213.5,214.77,213.44,214.45,9830220,1.38,1.71,1.71,5.11,0.3,0
2020-06-27,AAPL,214.49,216.34,213.87,214.43,7499184,2.3,2.26,1.39,3.62,0.31,0
2020-06-28,AAPL,210.28,211.35,208.34,209.54,7311771,1.2,2.07,1.54,4.08,0.43,0
2020-06-29,AAPL,216.66,220.8,212.93,214.82,10028546,1.52,1.88,1.67,4.08,0.3,0
2020-06-30,AAPL,225.88,228.58,221.89,227.87,12822101,1.8,1.89,0.63,4.33,0.06,0
2020-07-01,AAPL,210.61,210.64,208.48,209.36,10873477,2.2,2.37,1.23,4.54,0.43,0
2020-07-02,AAPL,217.97,219.49,217.73,217.95,11380473,0.72,1.78,1.24,3.18,0.12,0
2020-07-03,AAPL,206.97,207.72,203.57,204.83,12388218,1.51,1.86,1.62,4.63,0.14,0
2020-07-04,AAPL,204.11,204.37,201.69,203.59,10960609,1.72,2.17,1.53,2.73,0.43,0
2020-07-05,AAPL,213.96,220.89,213.49,220.39,11069011,2.44,1.9,1.95,4.18,0.39,0
2020-07-06,AAPL,216.09,217.77,212.79,214.46,12116414,2.47,2.19,1.52,2.09,0.2,0
2020-07-07,AAPL,216.96,217.14,215.59,215.96,11780766,2.29,2.15,1.51,4.01,0.19,0
2020-07-08,AAPL,214.06,220.52,210.76,212.05,7765717,1.49,2.11,1.7,3.48,0.27,0
2020-07-09,AAPL,214.02,214.23,212.1,212.71,7941256,1.32,1.54,1.78,3.5,0.58,0
2020-07-10,AAPL,217.37,220.72,213.66,214.06,11082113,1.92,2.42,1.79,3.05,0.39,0
2020-07-11,AAPL,214.01,215.53,209.01,215.41,10065593,1.62,1.93,1.27,4.71,0.56,0
2020-07-12,AAPL,204.4,204.66,200.06,201.29,11896892,1.36,2.03,1.6,3.93,0.17,0
2020-07-13,AAPL,219.41,222.98,216.37,220.41,7754910,1.54,2.31,1.57,4.44,0.19,0
2020-07-14,AAPL,216.33,217.02,216.2,216.68,9345763,1.19,1.97,1.62,3.69,0.33,0
2020-07-15,AAPL,211.84,212.79,211.27,211.93,9126471,1.2,2.52,1.85,2.97,0.33,0
2020-07-16,AAPL,215.55,217.9,213.48,214.68,13410028,1.85,2.48,1.75,4.33,0.32,0
2020-07-17,AAPL,216.42,220.68,214.38,219.03,8473427,2.02,2.2,1.45,4.86,0.51,0
2020-07-18,AAPL,211.36,212.06,207.0,210.19,11661419,1.49,1.52,0.99,4.43,0.35,0
2020-07-19,AAPL,217.01,219.08,217.0,218.02,9013754,2.72,1.62,1.7,3.78,0.18,0
2020-07-20,AAPL,207.52,209.23,204.61,205.12,7984372,1.44,2.03,1.09,2.28,0.3,0
2020-07-21,AAPL,215.45,218.88,211.36,215.16,9540400,1.57,2.05,2.25,4.29,0.2,0
2020-07-22,AAPL,213.53,219.7,210.14,211.68,8024382,2.27,1.69,1.69,4.09,0.61,0
2020-07-23,AAPL,206.42,206.74,201.84,204.81,7244764,1.72,2.31,2.02,2.73,0.03,0
2020-07-24,AAPL,217.99,225.89,217.98,224.87,11097757,3.11,2.08,1.27,3.73,0.23,0
2020-07-25,AAPL,215.97,216.36,215.44,215.91,9400646,1.97,2.79,1.22,5.17,0.3,0
2020-07-26,AAPL,213.37,213.53,209.7,210.98,9522174,2.72,2.1,1.43,3.93,0.3,0
2020-07-27,AAPL,210.42,211.25,207.6,209.58,8786599,2.11,2.36,1.38,2.5,0.52,0
2020-07-28,AAPL,205.36,207.17,198.74,204.83,12578793,2.48,1.94,2.03,4.21,0.44,0
2020-07-29,AAPL,219.99,222.24,218.12,220.26,10819525,1.57,2.42,1.67,3.65,0.17,0
2020-07-30,AAPL,213.8,218.9,210.59,217.98,13729250,2.55,1.97,1.2,3.21,0.54,0
2020-07-31,AAPL,208.79,211.34,208.32,209.85,8184487,2.76,2.15,1.76,3.47,0.38,0
2020-08-01,AAPL,212.45,215.97,209.76,210.95,7973368,2.35,1.54,1.65,4.84,0.43,0
2020-08-02,AAPL,215.62,218.47,211.32,214.41,10699300,1.22,2.03,1.43,4.54,0.17,0
2020-08-03,AAPL,211.25,212.26,210.3,210.79,8585413,2.06,2.35,1.3,4.29,0.43,0
2020-08-04,AAPL,211.49,215.14,209.7,212.78,12163533,1.34,2.19,1.83,4.31,0.33,0
2020-08-05,AAPL,214.36,214.8,214.29,214.68,13537543,1.75,1.59,1.36,4.56,0.25,0
2020-08-06,AAPL,202.21,205.57,200.56,204.14,8815288,2.06,2.59,1.37,3.15,0.49,0
2020-08-07,AAPL,206.33,209.36,202.3,204.25,10808203,1.49,1.64,1.59,3.68,0.57,0
2020-08-08,AAPL,214.42,215.99,210.43,214.32,10829731,2.23,2.01,1.64,1.98,0.41,0
2020-08-09,AAPL,215.41,220.67,210.69,214.23,8385129,1.93,2.28,1.57,4.27,0.32,0
2020-08-10,AAPL,208.69,209.56,208.47,208.97,8967140,1.9,1.94,1.31,3.86,0.16,0
2020-08-11,AAPL,210.4,214.01,207.27,208.84,9236951,1.71,2.41,1.22,3.7,0.32,0
2020-08-12,AAPL,208.47,212.53,207.62,208.29,10367669,3.35,2.1,1.25,3.92,0.14,0
2020-08-13,AAPL,210.74,211.09,208.84,209.87,11083684,2.82,2.34,1.67,3.67,0.42,0
2020-08-14,AAPL,216.94,222.05,216.71,219.34,12493783,1.97,2.29,1.41,2.64,0.17,0
2020-08-15,AAPL,214.44,220.15,209.56,214.74,7533462,2.33,1.37,1.72,3.29,0.39,0
2020-08-16,AAPL,208.52,209.85,207.23,207.98,7790274,2.11,2.37,1.37,3.43,0.2,0
2020-08-17,AAPL,215.05,218.36,213.01,214.18,9278704,2.27,2.09,1.59,5.08,0.65,0
2020-08-18,AAPL,209.79,212.28,209.71,209.81,8126987,1.67,2.09,1.45,2.21,0.03,0
2020-08-19,AAPL,206.64,208.22,202.48,207.23,8801267,1.44,2.72,1.56,4.02,0.68,0
2020-08-20,AAPL,221.33,225.99,220.43,220.71,8860334,2.16,1.54,1.69,3.67,0.07,0
2020-08-21,AAPL,209.64,211.83,207.36,210.39,11485718,2.06,1.81,1.46,5.23,0.3,0
2020-08-22,AAPL,212.39,213.91,211.8,212.36,13156236,2.49,2.26,1.39,3.29,0.31,0
2020-08-23,AAPL,217.9,219.72,217.21,218.32,8359646,1.37,1.86,1.21,3.12,0.3,0
2020-08-24,AAPL,197.76,203.98,196.64,202.16,10933341,2.76,1.72,1.94,4.75,0.25,0
2020-08-25,AAPL,215.68,218.15,213.86,214.65,8327786,1.06,2.07,1.93,3.95,0.09,0
2020-08-26,AAPL,222.65,223.02,219.62,222.68,12527413,1.58,2.16,1.55,4.21,0.48,0
2020-08-27,AAPL,217.01,217.38,216.73,217.1,7943807,1.95,2.04,1.33,4.34,0.54,0
2020-08-28,AAPL,206.5,206.7,205.15,205.69,9172788,2.94,2.17,1.17,4.39,0.06,0
2020-08-29,AAPL,214.88,218.74,210.69,217.18,7843875,1.68,1.98,1.29,4.99,0.17,0
2020-08-30,AAPL,210.4,212.77,203.69,206.44,10380847,2.22,1.85,1.51,2.01,0.16,0
2020-08-31,AAPL,212.98,214.01,212.47,213.11,10533345,1.55,2.05,1.62,3.83,0.11,0
2020-09-01,AAPL,211.03,215.71,206.89,209.14,9422902,1.61,2.52,1.29,3.56,0.33,0
2020-09-02,AAPL,210.96,211.24,209.38,209.69,10306203,2.51,2.0,1.11,4.28,0.21,0
2020-09-03,AAPL,216.17,220.57,214.49,217.72,8533934,2.91,2.23,1.64,4.19,0.25,0
2020-09-04,AAPL,218.53,219.09,217.6,218.86,14700411,0.67,2.2,1.06,3.82,0.26,0
2020-09-05,AAPL,214.81,218.73,211.27,217.28,9740965,2.29,1.79,1.71,5.32,0.38,0
2020-09-06,AAPL,206.95,208.3,201.34,204.25,9344352,1.83,2.45,1.38,3.33,0.16,0
2020-09-07,AAPL,220.99,222.11,219.47,221.76,9721205,2.37,1.43,1.83,4.06,0.26,0
2020-09-08,AAPL,217.73,222.93,213.25,222.67,6532347,2.17,1.69,1.73,3.81,0.39,0
2020-09-09,AAPL,209.7,211.47,207.73,208.58,9778669,1.55,2.25,1.41,1.67,0.16,0
2020-09-10,AAPL,200.86,204.85,199.92,203.66,9656104,1.92,1.76,1.16,5.36,0.15,0
2020-09-11,AAPL,210.63,212.21,207.22,208.51,7995565,1.62,1.56,1.37,4.78,0.38,0
2020-09-12,AAPL,218.62,220.96,214.63,218.88,9246599,1.9,2.18,1.78,4.84,0.15,0
